0
1
0
3
2
2
1
3
3
2
3
5
4
9
1
5
12
8
19
16
13
26
35
39
65
33
25
19
18
4
0
3
0
5
1
5
3
8
5
7
3
4
5
8
5
8
3
5
4
3
3
3
1
4
6
4
6
8
26
22
58
60
89
52
60
63
66
45
39
39
68
75
59
94
83
89
98
119
152
187
202
142
159
203
218
135
83
30
48
57
56
66
66
57
77
96
77
76
71
56
55
45
51
61
76
78
82
102
108
97
91
92
75
102
103
112
97
109
90
115
118
158
123
120
72
55
42
61
24
33
17
10
6
7
1
2
0
2
2
2
1
2
0
0
